-559.035417, -629.253841
-559.317711, -629.442038
-559.632727, -629.688543
-559.937204, -629.947953
-560.227886, -630.222733
-560.502391, -630.513675
-560.759, -630.820517
-560.98766, -631.148715
-561.202426, -631.48617
-561.399803, -631.834081
-561.577442, -632.192473
-561.733828, -632.560635
-561.868103, -632.937425
-561.979735, -633.321532
-562.057431, -633.713913
-562.118493, -634.109225
-562.159575, -634.50711
-562.178887, -634.906643
-562.175558, -635.306629
-562.149255, -635.705764
-562.099919, -636.10271
-562.027752, -636.496146
-561.933036, -636.88477
-561.816187, -637.267322
-561.677628, -637.642557
-561.517877, -638.009272
-561.337532, -638.366309
-561.137197, -638.712526
-560.917556, -639.046828
-560.679366, -639.368178
-560.423396, -639.675552
-560.150506, -639.968009
-559.861668, -640.244727
-559.557718, -640.504755
-559.241737, -640.750022
-558.915878, -640.982005
-558.581866, -641.202085
-558.241143, -641.411627
-557.894879, -641.611881
-557.544011, -641.803952
-557.18931, -641.988851
-556.831406, -642.16747
-556.470815, -642.3406
-556.107963, -642.50894
-555.743193, -642.673084
-555.378424, -642.837228
-555.010651, -642.994527
-554.641613, -643.148836
-554.271542, -643.300649
-553.900598, -643.450316
-553.528908, -643.598124
-553.156574, -643.744298
-552.783683, -643.889048
-552.410307, -644.032541
-552.03693, -644.176033
-551.662762, -644.317449
-551.288219, -644.457868
-550.913334, -644.597369
-550.53811, -644.735959
-550.162533, -644.87359
-549.786573, -645.010169
-549.410187, -645.145571
-549.03331, -645.279598
-548.655848, -645.411972
-548.277689, -645.542341
-547.898692, -645.670252
-547.518688, -645.795138
-547.137462, -645.916245
-546.754766, -646.032621
-546.370316, -646.143069
-545.983809, -646.246084
-545.594881, -646.339547
-545.203304, -646.421199
-544.808772, -646.487115
-544.411434, -646.533183
-544.012163, -646.557327
-543.612252, -646.548911
-543.212959, -646.525133
-542.81529, -646.482012
-542.42063, -646.416872
-542.032623, -646.319659
-541.648613, -646.207693
-541.274273, -646.066734
-540.905588, -645.911585
-540.549809, -645.728769
-540.10823, -645.480126
-539.901199, -645.342107
