561.435908, 130.924295
561.820727, 130.807896
562.195858, 130.669056
562.561913, 130.507798
562.917547, 130.324701
563.261453, 130.120426
563.592364, 129.895708
563.909058, 129.651362
564.210366, 129.388278
564.495171, 129.107411
564.762415, 128.809786
565.011118, 128.496502
565.24036, 128.168709
565.449298, 127.827615
565.637168, 127.474479
565.803286, 127.110605
565.947047, 126.737332
566.067951, 126.356042
566.165566, 125.968135
566.239561, 125.575039
566.289688, 125.178192
566.315784, 124.779045
566.317787, 124.37905
566.295708, 123.979659
566.249656, 123.582319
566.179824, 123.188462
566.086486, 122.799504
565.969997, 122.416842
565.8308, 122.041843
565.669413, 121.675846
565.486383, 121.320177
565.282289, 120.976163
565.057821, 120.645083
564.813774, 120.328158
564.551008, 120.026572
564.27046, 119.741454
563.973134, 119.473877
563.543653, 119.132206
563.218686, 118.91556
